,Average Fitness
353,208.29283504332315
354,208.21897479440486
355,208.15886594472778
356,208.1024740070603
357,208.0629306079793
358,208.01136627091125
359,207.98484876842278
360,207.95834185694522
361,207.8916245236369
362,207.80846489804796
363,207.70572636447272
364,207.5765964142555
365,207.47982451621291
366,207.38440930503666
367,207.37986724326518
368,207.3090611393635
369,207.22257280693873
370,207.11839957159265
371,207.06144866381527
372,206.95524785342076
373,206.8686638304094
374,206.81440639463918
375,206.64983737781185
376,206.5500378050852
377,206.46734993572812
378,206.37241387564958
379,206.30629714044989
380,206.21798925617503
381,206.12278644762276
382,206.09759435623423
383,206.03546278462014
384,206.00451243474737
385,205.97553861690724
386,205.943683272077
387,205.89912889867665
388,205.85177006292466
389,205.83692163894142
390,205.79833654060735
391,205.7700879128691
392,205.72570171979632
393,205.68713592440486
394,205.63289086576592
395,205.60045535450553
396,205.53732451198152
397,205.51645818425786
398,205.48268681834404
399,205.4452147787038
400,205.40109714506391
401,205.34504288891188
402,205.3239994069965
403,205.28624741668474
404,205.2695630313057
405,205.20791581025983
406,205.18970225190293
407,205.15318403507234
408,205.11596944726404
409,205.0615362666652
410,205.01418258815247
411,204.9530682908671
412,204.90950241639518
413,204.87123954937238
414,204.7996571179748
415,204.64656583856532
416,204.55661186716122
417,204.47051154649108
418,204.4274765645237
419,204.37645766896665
420,204.33028470435224
421,204.24834516010503
422,204.22735971858387
423,204.1943300845234
424,204.16286742425743
425,204.12187768995543
426,204.08062448931312
427,204.07178341515598
428,204.04181778484445
429,203.9824590698871
430,203.9461863853472
431,203.89598995613363
432,203.86384386032879
433,203.8398032386462
434,203.77087308489754
435,203.71587835276767
436,203.67950316713453
437,203.6426525730221
438,203.60217559650118
439,203.56093959891675
440,203.48161412444216
441,203.3844461333212
442,203.25856974312308
443,203.16887213300362
444,203.08326671590174
445,203.01965927265587
446,202.95388427146293
447,202.82619113994033
448,202.6831084389499
449,202.62769193181742
450,202.58540598036998
451,202.5047323617506
452,202.40409322396664
