,Average Fitness
207,215.30574655776618
208,215.2489202316141
209,215.17520486437388
210,215.0477322619354
211,214.99464679921402
212,214.9226889677316
213,214.83006793071002
214,214.70903006409918
215,214.56273199397663
216,214.42916327600958
217,214.36519587737504
218,214.33308390526525
219,214.31118449124833
220,214.24072947994614
221,214.20236690829407
222,214.15248060357263
223,214.09181139598797
224,214.0457887609595
225,214.03157216792977
226,213.94782025675494
227,213.87113148250268
228,213.8154915982798
229,213.7876185716285
230,213.72765322249762
231,213.7186262106447
232,213.6719934265318
233,213.57620145138182
234,213.4956401016133
235,213.43463015138514
236,213.37162396650564
237,213.25788974192568
238,213.15033688381519
239,213.02659109483483
240,213.01568956919883
241,212.97086350804736
242,212.84843440339787
243,212.76320158300857
244,212.71768714980718
245,212.64576142245897
246,212.54894883916054
247,212.44668680810898
248,212.29014824117968
249,212.13744933202688
250,212.11723712397833
251,212.04208598433226
252,211.85389749116084
253,211.79374907765833
254,211.75035045019314
255,211.69465937153575
256,211.69081965843299
257,211.63109759464152
258,211.50874089424894
259,211.4489329892202
260,211.28130286179947
261,211.14716694320953
262,211.04502275071042
263,210.9999389079343
264,210.97047720510272
265,210.88776909026
266,210.86733483794015
267,210.77780166784228
268,210.69003297642809
269,210.6026884079429
270,210.54291176777897
271,210.5243863658126
272,210.48221534904286
273,210.4639365962654
274,210.4410081728855
275,210.4323472547155
276,210.39110705489537
277,210.35302872611246
278,210.2975030657525
279,210.25095138533766
280,210.19087980650184
281,210.15519597997158
282,210.12935433654056
283,210.09190097144162
284,210.05753438467192
285,209.9756775823461
286,209.93824371127369
287,209.88453722712916
288,209.86064819240943
289,209.80030709440146
290,209.7824693965171
291,209.70008328669036
292,209.636349505822
293,209.55139679110056
294,209.48542010586004
295,209.41816157424907
296,209.2713640807111
297,209.21846175182745
298,209.1819659075693
299,209.15768872370313
300,209.11674089759694
301,209.10474154852048
302,209.06480620675305
303,209.0275790573902
304,208.97441925885255
305,208.93412930899672
306,208.88022714524197
307,208.76191641232643
308,208.65151094223597
309,208.55550951514107
310,208.4780024149541
311,208.39332682992608
312,208.34112960909454
313,208.28901081230518
